CATEGORY,WELD_TYPE,THICKNESS_MM,STEEL_TYPE,SAMPLES,CURRENT_A,VOLTAGE_V,GAS_BAR,ROBOT_SPEED_CPM,DIRECTORY,SUBDIRS,SPLIT
Overlap,FILLET,7,FE410,20,230,18.0,2.0,30,overlap_1_03-22-23_Fe410,overlap_1_03-22-23_Fe410/03-22-23-0020-06,TEST
Spatter,NON_FILLET,7,FE410,20,160,12.0,3.5,30,spatter_weld_8_11-15-22_plane_plate,spatter_weld_8_11-15-22_plane_plate/11-15-22-0129-09,TEST
Lack_of_Fusion,NON_FILLET,7,FE410,20,135,17.0,4.0,30,lack_of_fusion_9_11-21-22_butt,lack_of_fusion_9_11-21-22_butt/11-21-22-0141-07,TEST
Spatter,NON_FILLET,7,FE410,20,165,14.5,3.5,35,spatter_weld_14_12-06-22_plane_plate,spatter_weld_14_12-06-22_plane_plate/12-06-22-0254-09,TEST
Spatter,NON_FILLET,7,FE410,20,160,12.0,3.5,30,spatter_weld_8_11-15-22_plane_plate,spatter_weld_8_11-15-22_plane_plate/11-15-22-0126-09,TEST
Excessive_Penetration,NON_FILLET,3,FE410,20,140,19.0,3.0,30,excessive_penetration_weld_3_10-02-22_butt,excessive_penetration_weld_3_10-02-22_butt/10-02-22-0026-01,TEST
Warping,NON_FILLET,7,FE410,20,155,18.0,4.0,30,warping_weld_6_11_27_22_butt_joint,warping_weld_6_11_27_22_butt_joint/11-27-22-0097-10,TEST
Excessive_Penetration,FILLET,3,FE410,20,145,17.0,3.2,25,excessive_penetration_5_02-23-23_Fe410,excessive_penetration_5_02-23-23_Fe410/02-23-23-0093-01,TEST
Excessive_Penetration,NON_FILLET,3,BSK46,20,160,22.0,3.5,30,excessive_penetration_weld_15_12-23-22_butt_BSK46,excessive_penetration_weld_15_12-23-22_butt_BSK46/12-23-22-0261-01,TEST
Warping,NON_FILLET,7,FE410,20,165,19.0,3.6,30,warping_weld_10_12_08_22_butt_joint,warping_weld_10_12_08_22_butt_joint/12-08-22-0177-10,TEST
Lack_of_Fusion,NON_FILLET,7,FE410,20,140,18.0,4.0,30,lack_of_fusion_2_10-16-22_butt,lack_of_fusion_2_10-16-22_butt/10-16-22-0017-07,TEST
Undercut,FILLET,7,FE410,20,300,18.5,3.2,30,undercut_3_03-15-23_Fe410,undercut_3_03-15-23_Fe410/03-15-23-0056-05,TEST
Crater_Cracks,FILLET,7,FE410,18,290,19.0,2.0,25,crater_cracks_3_03-20-23_Fe410,crater_cracks_3_03-20-23_Fe410/03-20-23-0050-11,TEST
Spatter,NON_FILLET,7,FE410,20,170,13.0,3.0,35,spatter_weld_3_09-23-22_plane_plate,spatter_weld_3_09-23-22_plane_plate/09-23-22-0022-09,TEST
Porosity_w_Excessive_Penetration,FILLET,3,BSK46,20,180,18.0,0.0,30,porosity_w_ep_1_03-19-23_BSK46,porosity_w_ep_1_03-19-23_BSK46/03-19-23-0017-04,TEST
Porosity_w_Excessive_Penetration,FILLET,3,FE410,20,155,20.5,0.0,30,porosity_w_ep_2_02-24-23_Fe410,porosity_w_ep_2_02-24-23_Fe410/02-24-23-0037-04,TEST
Porosity_w_Excessive_Penetration,FILLET,3,BSK46,20,180,18.0,0.0,30,porosity_w_ep_1_03-19-23_BSK46,porosity_w_ep_1_03-19-23_BSK46/03-19-23-0001-04,TEST
Porosity_w_Excessive_Penetration,NON_FILLET,3,FE410,20,110,20.0,4.0,24,porosity_w-excessive_penetration_6_10_30_22_butt_joint,porosity_w-excessive_penetration_6_10_30_22_butt_joint/10-30-22-0095-04,TEST
Good,NON_FILLET,7,BSK46,17,170,23.0,3.5,30,good_weld_30_12-21-22_plane_plate_BSK46,good_weld_30_12-21-22_plane_plate_BSK46/12-21-22-0476-00,TEST
Porosity,NON_FILLET,7,FE410,20,160,22.0,0.0,30,porosity_weld_3_09-19-2022_plane_plate,porosity_weld_3_09-19-2022_plane_plate/09-19-22-0040-03,TEST
Excessive_Penetration,NON_FILLET,3,FE410,20,175,18.0,3.5,30,excessive_penetration_weld_12_11-27-22_butt,excessive_penetration_weld_12_11-27-22_butt/11-27-22-0212-01,TEST
Porosity,NON_FILLET,7,FE410,20,160,21.0,0.0,30,porosity_weld_7_10-27-22_plane_plate,porosity_weld_7_10-27-22_plane_plate/10-27-22-0118-03,TEST
Burnthrough,NON_FILLET,3,FE410,19,175,22.0,4.0,30,burnthrough_weld_3_10-11-22_Butt_Joint,burnthrough_weld_3_10-11-22_Butt_Joint/10-11-22-0026-02,TEST
Excessive_Convexity,FILLET,7,FE410,20,300,17.0,3.2,25,excessive_convexity_6_03-06-23_Fe410,excessive_convexity_6_03-06-23_Fe410/03-06-23-0101-08,TEST
Warping,NON_FILLET,7,FE410,20,165,19.0,3.6,30,warping_weld_10_12_08_22_butt_joint,warping_weld_10_12_08_22_butt_joint/12-08-22-0176-10,TEST
Burnthrough,NON_FILLET,3,FE410,20,165,21.0,3.5,30,burnthrough_weld_9_12-04-22_butt_joint,burnthrough_weld_9_12-04-22_butt_joint/12-04-22-0147-02,TEST
Good,NON_FILLET,7,BSK46,20,160,22.0,3.5,30,good_weld_31_12-22-22_plane_plate_BSK46,good_weld_31_12-22-22_plane_plate_BSK46/12-22-22-0487-00,TEST
Lack_of_Fusion,NON_FILLET,7,FE410,20,150,18.0,4.0,30,lack_of_fusion_1_09-05-2022_plane_plate,lack_of_fusion_1_09-05-2022_plane_plate/09-05-22-0019-07,TEST
Excessive_Convexity,FILLET,7,FE410,20,300,17.0,3.2,25,excessive_convexity_6_03-06-23_Fe410,excessive_convexity_6_03-06-23_Fe410/03-06-23-0112-08,TEST
Excessive_Convexity,FILLET,7,FE410,20,295,18.0,3.2,25,excessive_convexity_2_03-04-23_Fe410,excessive_convexity_2_03-04-23_Fe410/03-04-23-0033-08,TEST
Crater_Cracks,FILLET,7,FE410,18,290,19.5,2.0,25,crater_cracks_7_03-20-23_Fe410,crater_cracks_7_03-20-23_Fe410/03-21-23-0140-11,TEST
Undercut,FILLET,7,FE410,20,290,18.0,3.2,30,undercut_1_03-15-23_Fe410,undercut_1_03-15-23_Fe410/03-15-23-0002-05,TEST
Undercut,FILLET,7,FE410,20,300,19.0,3.2,30,undercut_4_03-15-23_Fe410,undercut_4_03-15-23_Fe410/03-15-23-0073-05,TEST
Spatter,NON_FILLET,7,FE410,20,160,14.0,3.0,35,spatter_weld_4_09-23-22_plane_plate,spatter_weld_4_09-23-22_plane_plate/09-23-22-0051-09,TEST
Crater_Cracks,FILLET,7,FE410,20,295,19.5,2.0,25,crater_cracks_5_03-20-23_Fe410,crater_cracks_5_03-20-23_Fe410/03-20-23-0088-11,TEST
Burnthrough,NON_FILLET,3,FE410,20,165,24.0,3.5,30,burnthrough_weld_11_12-06-22_butt_joint,burnthrough_weld_11_12-06-22_butt_joint/12-06-22-0181-02,TEST
Lack_of_Fusion,NON_FILLET,7,FE410,20,135,15.0,3.5,35,lack_of_fusion_14_12-08-22_butt,lack_of_fusion_14_12-08-22_butt/12-08-22-0257-07,TEST
Lack_of_Fusion,NON_FILLET,7,BSK46,20,150,16.0,3.5,30,lack_of_fusion_15_12-25-22_butt_BSK46,lack_of_fusion_15_12-25-22_butt_BSK46/12-25-22-0274-07,TEST
Undercut,FILLET,7,FE410,20,310,20.0,3.2,30,undercut_6_03-15-23_Fe410,undercut_6_03-15-23_Fe410/03-15-23-0105-05,TEST
Crater_Cracks,FILLET,7,FE410,20,295,19.5,2.0,25,crater_cracks_5_03-20-23_Fe410,crater_cracks_5_03-20-23_Fe410/03-20-23-0097-11,TEST
Excessive_Penetration,NON_FILLET,3,FE410,20,140,20.0,3.0,30,excessive_penetration_weld_4_10-02-22_butt,excessive_penetration_weld_4_10-02-22_butt/10-02-22-0041-01,TEST
Lack_of_Fusion,NON_FILLET,7,BSK46,20,150,17.0,3.5,30,lack_of_fusion_16_12-25-22_butt_BSK46,lack_of_fusion_16_12-25-22_butt_BSK46/12-25-22-0296-07,TEST
Excessive_Penetration,FILLET,3,FE410,19,145,18.0,3.2,25,excessive_penetration_2_02-19-23_Fe410,excessive_penetration_2_02-19-23_Fe410/02-19-23-0025-01,TEST
Good,NON_FILLET,7,BSK46,20,150,18.0,3.6,30,good_weld_33_12-25-22_butt_BSK46,good_weld_33_12-25-22_butt_BSK46/12-25-22-0534-00,TEST
Excessive_Penetration,NON_FILLET,3,FE410,20,150,19.0,3.0,30,excessive_penetration_weld_5_10-02-22_butt,excessive_penetration_weld_5_10-02-22_butt/10-02-22-0073-01,TEST
Porosity_w_Excessive_Penetration,FILLET,3,FE410,20,155,19.0,0.0,30,porosity_w_ep_1_02-24-23_Fe410,porosity_w_ep_1_02-24-23_Fe410/02-23-23-0003-04,TEST
Porosity,NON_FILLET,7,FE410,20,140,18.0,0.0,30,porosity_weld_14_11-26-22_plane_plate,porosity_weld_14_11-26-22_plane_plate/11-26-22-0248-03,TEST
Crater_Cracks,FILLET,7,FE410,20,300,19.5,2.0,25,crater_cracks_6_03-20-23_Fe410,crater_cracks_6_03-20-23_Fe410/03-20-23-0102-11,TEST
Porosity_w_Excessive_Penetration,NON_FILLET,3,FE410,20,120,20.0,4.0,25,porosity_w-excessive_penetration_7_10_30_22_butt_joint,porosity_w-excessive_penetration_7_10_30_22_butt_joint/10-30-22-0113-04,TEST
Porosity,NON_FILLET,7,FE410,20,180,21.0,0.0,30,porosity_weld_9_10-30-22_plane_plate,porosity_weld_9_10-30-22_plane_plate/10-30-22-0152-03,TEST
Porosity,NON_FILLET,7,FE410,20,140,19.0,0.0,30,porosity_weld_15_11-26-22_plane_plate,porosity_weld_15_11-26-22_plane_plate/11-26-22-0261-03,TEST
Burnthrough,NON_FILLET,3,FE410,19,170,22.0,4.0,30,burnthrough_weld_2_10-11-22_Butt_Joint,burnthrough_weld_2_10-11-22_Butt_Joint/10-11-22-0012-02,TEST
Warping,NON_FILLET,7,FE410,20,170,20.0,3.6,30,warping_weld_12_12_08_22_butt_joint,warping_weld_12_12_08_22_butt_joint/12-08-22-0206-10,TEST
Porosity_w_Excessive_Penetration,FILLET,3,FE410,20,165,21.0,0.0,30,porosity_w_ep_4_02-24-23_Fe410,porosity_w_ep_4_02-24-23_Fe410/02-24-23-0066-04,TEST
Warping,NON_FILLET,7,FE410,20,170,20.0,4.0,30,warping_weld_8_11_27_22_butt_joint,warping_weld_8_11_27_22_butt_joint/11-27-22-0140-10,TEST
Porosity_w_Excessive_Penetration,FILLET,3,FE410,20,160,21.0,0.0,30,porosity_w_ep_3_02-24-23_Fe410,porosity_w_ep_3_02-24-23_Fe410/02-24-23-0044-04,TEST
Spatter,NON_FILLET,7,FE410,20,150,16.0,3.5,30,spatter_weld_7_11-14-22_plane_plate,spatter_weld_7_11-14-22_plane_plate/11-14-22-0119-09,TEST
Warping,NON_FILLET,7,FE410,20,170,20.0,3.6,30,warping_weld_12_12_08_22_butt_joint,warping_weld_12_12_08_22_butt_joint/12-08-22-0216-10,TEST
Overlap,FILLET,7,FE410,20,245,18.0,2.0,30,overlap_5_03-22-23_Fe410,overlap_5_03-22-23_Fe410/03-22-23-0100-06,TEST
Spatter,NON_FILLET,7,FE410,20,150,16.0,3.0,30,spatter_weld_1_08_27_2022_plane_plate_corrected,spatter_weld_1_08_27_2022_plane_plate_corrected/08-30-22-0017-09,TEST
Spatter,NON_FILLET,7,FE410,20,170,14.0,3.0,35,spatter_weld_2_09-23-22_plane_plate,spatter_weld_2_09-23-22_plane_plate/09-23-22-0007-09,TEST
Excessive_Penetration,NON_FILLET,3,FE410,20,150,21.0,3.5,30,excessive_penetration_weld_6_11-07-22_Butt,excessive_penetration_weld_6_11-07-22_Butt/11-07-22-0098-01,TEST
Porosity,NON_FILLET,7,FE410,20,170,22.0,0.0,30,porosity_weld_4_09-19-2022_plane_plate,porosity_weld_4_09-19-2022_plane_plate/09-19-22-0046-03,TEST
Burnthrough,NON_FILLET,3,BSK46,20,165,16.0,3.5,30,burnthrough_weld_15_12-28-22_butt_joint_BSK46,burnthrough_weld_15_12-28-22_butt_joint_BSK46/12-28-22-0262-02,TEST
Porosity,NON_FILLET,7,FE410,20,160,22.0,0.0,30,porosity_weld_3_09-19-2022_plane_plate,porosity_weld_3_09-19-2022_plane_plate/09-19-22-0026-03,TEST
Porosity_w_Excessive_Penetration,NON_FILLET,3,FE410,20,180,22.0,0.0,25,porosity_w-excessive_penetration_12_11_30_22_butt_joint,porosity_w-excessive_penetration_12_11_30_22_butt_joint/11-30-22-0212-04,TEST
Crater_Cracks,FILLET,7,FE410,5,305,19.0,2.5,25,8_crater_cracks_2_03-20-23_Fe410,8_crater_cracks_2_03-20-23_Fe410/04-03-23-0003-11,TEST
Porosity,NON_FILLET,7,FE410,20,170,24.0,0.0,30,porosity_weld_11_11-25-22_plane_plate,porosity_weld_11_11-25-22_plane_plate/11-25-22-0186-03,TEST
Porosity,NON_FILLET,7,FE410,20,160,22.0,0.0,30,porosity_weld_13_11-26-22_plane_plate,porosity_weld_13_11-26-22_plane_plate/11-26-22-0236-03,TEST
Warping,NON_FILLET,7,BSK46,20,160,20.0,3.5,30,warping_weld_16_12_25_22_butt_joint_BSK46,warping_weld_16_12_25_22_butt_joint_BSK46/12-25-22-0298-10,TEST
Lack_of_Fusion,NON_FILLET,7,FE410,20,140,17.0,4.0,30,lack_of_fusion_3_10-16-22_butt,lack_of_fusion_3_10-16-22_butt/10-16-22-0021-07,TEST
Porosity_w_Excessive_Penetration,FILLET,3,FE410,20,180,23.0,0.0,30,porosity_w_ep_7_02-26-23_Fe410,porosity_w_ep_7_02-26-23_Fe410/02-26-23-0138-04,TEST
Lack_of_Fusion,NON_FILLET,7,FE410,20,135,15.0,3.5,35,lack_of_fusion_14_12-08-22_butt,lack_of_fusion_14_12-08-22_butt/12-08-22-0254-07,TEST
Spatter,NON_FILLET,7,FE410,20,150,16.0,3.0,30,spatter_weld_1_08_27_2022_plane_plate_corrected,spatter_weld_1_08_27_2022_plane_plate_corrected/08-30-22-0016-09,TEST
Porosity_w_Excessive_Penetration,NON_FILLET,3,FE410,20,150,20.0,0.0,25,porosity_w_excessive_penetration_1_09_12_2011_butt_joint,porosity_w_excessive_penetration_1_09_12_2011_butt_joint/09-12-22-0016-04,TEST
Crater_Cracks,FILLET,7,FE410,18,290,19.0,2.0,25,crater_cracks_3_03-20-23_Fe410,crater_cracks_3_03-20-23_Fe410/03-20-23-0055-11,TEST
Porosity_w_Excessive_Penetration,FILLET,3,FE410,20,170,22.5,0.0,30,porosity_w_ep_6_02-26-23_Fe410,porosity_w_ep_6_02-26-23_Fe410/02-26-23-0114-04,TEST
Crater_Cracks,FILLET,7,FE410,20,300,19.5,2.0,25,crater_cracks_6_03-20-23_Fe410,crater_cracks_6_03-20-23_Fe410/03-20-23-0109-11,TEST
Burnthrough,NON_FILLET,3,FE410,20,165,20.0,4.0,30,burnthrough_weld_12_12-14-22_butt_joint,burnthrough_weld_12_12-14-22_butt_joint/12-14-22-0211-02,TEST
Excessive_Penetration,FILLET,3,FE410,20,155,18.0,3.2,25,excessive_penetration_3_02-19-23_Fe410,excessive_penetration_3_02-19-23_Fe410/02-19-23-0044-01,TEST
Lack_of_Fusion,NON_FILLET,7,FE410,20,140,18.0,4.0,30,lack_of_fusion_7_11-21-22_butt,lack_of_fusion_7_11-21-22_butt/11-21-22-0107-07,TEST
Excessive_Penetration,NON_FILLET,3,FE410,20,175,18.0,3.5,30,excessive_penetration_weld_12_11-27-22_butt,excessive_penetration_weld_12_11-27-22_butt/11-27-22-0211-01,TEST
Good,NON_FILLET,7,BSK46,17,170,23.0,3.5,30,good_weld_30_12-21-22_plane_plate_BSK46,good_weld_30_12-21-22_plane_plate_BSK46/12-21-22-0466-00,TEST
Excessive_Penetration,NON_FILLET,3,FE410,20,140,19.0,3.0,30,excessive_penetration_weld_3_10-02-22_butt,excessive_penetration_weld_3_10-02-22_butt/10-02-22-0036-01,TEST
Excessive_Penetration,NON_FILLET,3,FE410,20,155,21.0,3.5,30,excessive_penetration_weld_9_11-07-22_butt,excessive_penetration_weld_9_11-07-22_butt/11-07-22-0152-01,TEST
Porosity_w_Excessive_Penetration,FILLET,3,FE410,20,170,22.0,0.0,30,porosity_w_ep_5_02-26-23_Fe410,porosity_w_ep_5_02-26-23_Fe410/02-26-23-0081-04,TEST
Undercut,FILLET,7,FE410,20,310,20.0,3.2,30,undercut_6_03-15-23_Fe410,undercut_6_03-15-23_Fe410/03-15-23-0106-05,TEST
Porosity,NON_FILLET,7,FE410,20,160,22.0,0.0,30,porosity_weld_3_09-19-2022_plane_plate,porosity_weld_3_09-19-2022_plane_plate/09-19-22-0025-03,TEST
Spatter,NON_FILLET,7,FE410,20,160,13.0,3.0,35,spatter_weld_5_09-23-22_plane_plate,spatter_weld_5_09-23-22_plane_plate/09-23-22-0063-09,TEST
Warping,NON_FILLET,7,FE410,20,165,19.0,3.6,30,warping_weld_10_12_08_22_butt_joint,warping_weld_10_12_08_22_butt_joint/12-08-22-0173-10,TEST
Excessive_Penetration,NON_FILLET,3,FE410,20,150,20.0,3.0,30,excessive_penetration_weld_2_10-02-22_butt,excessive_penetration_weld_2_10-02-22_butt/10-02-22-0019-01,TEST
Porosity,NON_FILLET,7,FE410,20,170,21.0,0.0,30,porosity_weld_8_10-27-22_plane_plate,porosity_weld_8_10-27-22_plane_plate/10-27-22-0135-03,TEST
Porosity_w_Excessive_Penetration,NON_FILLET,3,FE410,20,130,20.0,4.0,24,porosity_w-excessive_penetration_8_10_30_22_butt_joint,porosity_w-excessive_penetration_8_10_30_22_butt_joint/10-30-22-0138-04,TEST
Lack_of_Fusion,NON_FILLET,7,FE410,20,140,18.0,4.0,30,lack_of_fusion_2_10-16-22_butt,lack_of_fusion_2_10-16-22_butt/10-16-22-0003-07,TEST
Excessive_Penetration,NON_FILLET,3,FE410,20,140,20.0,3.0,30,excessive_penetration_weld_4_10-02-22_butt,excessive_penetration_weld_4_10-02-22_butt/10-02-22-0051-01,TEST
Lack_of_Fusion,NON_FILLET,7,FE410,20,135,15.5,3.5,35,lack_of_fusion_11_12-07-22_butt,lack_of_fusion_11_12-07-22_butt/12-07-22-0186-07,TEST
Porosity_w_Excessive_Penetration,NON_FILLET,3,FE410,20,180,23.0,0.0,25,porosity_w-excessive_penetration_11_11_30_22_butt_joint,porosity_w-excessive_penetration_11_11_30_22_butt_joint/11-30-22-0191-04,TEST
Spatter,NON_FILLET,7,FE410,20,170,14.0,3.0,35,spatter_weld_2_09-23-22_plane_plate,spatter_weld_2_09-23-22_plane_plate/09-23-22-0016-09,TEST
Overlap,FILLET,7,FE410,20,230,18.0,2.0,30,overlap_1_03-22-23_Fe410,overlap_1_03-22-23_Fe410/03-22-23-0006-06,TEST
Burnthrough,NON_FILLET,3,FE410,1,175,22.0,4.0,30,6_burn_through,6_burn_through/12-31-22-0002-02,TEST
Spatter,NON_FILLET,7,FE410,20,165,14.0,3.5,35,spatter_weld_11_12-06-22_plane_plate,spatter_weld_11_12-06-22_plane_plate/12-06-22-0187-09,TEST
Warping,NON_FILLET,7,FE410,20,155,19.0,4.0,30,warping_weld_7_11_27_22_butt_joint,warping_weld_7_11_27_22_butt_joint/11-27-22-0108-10,TEST
Warping,NON_FILLET,7,FE410,20,170,19.0,3.6,30,warping_weld_11_12_08_22_butt_joint,warping_weld_11_12_08_22_butt_joint/12-08-22-0192-10,TEST
Lack_of_Fusion,NON_FILLET,7,FE410,20,135,16.0,3.5,35,lack_of_fusion_13_12-07-22_butt,lack_of_fusion_13_12-07-22_butt/12-07-22-0221-07,TEST
Excessive_Convexity,FILLET,7,FE410,20,300,18.0,3.2,25,excessive_convexity_3_03-04-23_Fe410,excessive_convexity_3_03-04-23_Fe410/03-06-23-0058-08,TEST
Porosity,NON_FILLET,7,FE410,20,160,22.0,0.0,30,porosity_weld_3_09-19-2022_plane_plate,porosity_weld_3_09-19-2022_plane_plate/09-19-22-0023-03,TEST
Porosity_w_Excessive_Penetration,NON_FILLET,3,FE410,20,140,20.0,3.0,30,porosity_w-excessive_penetration_4_10_07_2022_butt_joint,porosity_w-excessive_penetration_4_10_07_2022_butt_joint/10-07-22-0048-04,TEST
Lack_of_Fusion,NON_FILLET,7,FE410,20,140,17.0,4.0,30,lack_of_fusion_3_10-16-22_butt,lack_of_fusion_3_10-16-22_butt/10-16-22-0024-07,TEST
Lack_of_Fusion,NON_FILLET,7,BSK46,20,150,17.0,3.5,30,lack_of_fusion_16_12-25-22_butt_BSK46,lack_of_fusion_16_12-25-22_butt_BSK46/12-25-22-0292-07,TEST
Burnthrough,NON_FILLET,3,FE410,19,170,22.0,4.0,30,burnthrough_weld_2_10-11-22_Butt_Joint,burnthrough_weld_2_10-11-22_Butt_Joint/10-11-22-0020-02,TEST
Burnthrough,NON_FILLET,3,BSK46,20,170,22.0,3.5,30,burnthrough_weld_16_12-28-22_butt_joint_BSK46,burnthrough_weld_16_12-28-22_butt_joint_BSK46/12-28-22-0291-02,TEST
Excessive_Convexity,FILLET,7,FE410,20,290,18.0,3.2,25,excessive_convexity_1_03-04-23_Fe410,excessive_convexity_1_03-04-23_Fe410/03-04-23-0004-08,TEST
Undercut,FILLET,7,FE410,20,300,18.5,3.2,30,undercut_3_03-15-23_Fe410,undercut_3_03-15-23_Fe410/03-15-23-0058-05,TEST
Burnthrough,NON_FILLET,3,FE410,20,165,20.0,4.0,30,burnthrough_weld_12_12-14-22_butt_joint,burnthrough_weld_12_12-14-22_butt_joint/12-14-22-0220-02,TEST
Excessive_Convexity,FILLET,7,BSK46,19,290,17.0,3.2,30,excessive_convexity_1_03-19-23_BSK46,excessive_convexity_1_03-19-23_BSK46/03-19-23-0003-08,TEST
Lack_of_Fusion,NON_FILLET,7,FE410,20,135,16.0,4.0,30,lack_of_fusion_10_11-21-22_butt,lack_of_fusion_10_11-21-22_butt/11-21-22-0176-07,TEST
Burnthrough,NON_FILLET,3,FE410,20,175,20.0,3.6,30,burnthrough_weld_14_12-14-22_butt_joint,burnthrough_weld_14_12-14-22_butt_joint/12-14-22-0245-02,TEST
Undercut,FILLET,7,FE410,20,300,18.5,3.2,30,undercut_3_03-15-23_Fe410,undercut_3_03-15-23_Fe410/03-15-23-0059-05,TEST
Spatter,NON_FILLET,7,FE410,20,165,14.0,3.5,35,spatter_weld_11_12-06-22_plane_plate,spatter_weld_11_12-06-22_plane_plate/12-06-22-0199-09,TEST
Porosity_w_Excessive_Penetration,NON_FILLET,3,FE410,20,150,19.0,3.0,30,porosity_w-excessive_penetration_5_10_07_2022_butt_joint,porosity_w-excessive_penetration_5_10_07_2022_butt_joint/10-07-22-0067-04,TEST
Burnthrough,NON_FILLET,3,FE410,20,165,20.0,4.0,30,burnthrough_weld_12_12-14-22_butt_joint,burnthrough_weld_12_12-14-22_butt_joint/12-14-22-0213-02,TEST
Excessive_Penetration,NON_FILLET,3,FE410,20,150,20.0,3.0,30,excessive_penetration_weld_2_10-02-22_butt,excessive_penetration_weld_2_10-02-22_butt/10-02-22-0009-01,TEST
Good,NON_FILLET,7,BSK46,17,170,23.0,3.5,30,good_weld_30_12-21-22_plane_plate_BSK46,good_weld_30_12-21-22_plane_plate_BSK46/12-21-22-0463-00,TEST
Lack_of_Fusion,NON_FILLET,7,FE410,20,135,16.0,3.5,35,lack_of_fusion_13_12-07-22_butt,lack_of_fusion_13_12-07-22_butt/12-07-22-0226-07,TEST
Spatter,NON_FILLET,7,FE410,20,150,16.0,3.5,30,spatter_weld_7_11-14-22_plane_plate,spatter_weld_7_11-14-22_plane_plate/11-14-22-0110-09,TEST
Porosity_w_Excessive_Penetration,FILLET,3,FE410,20,160,21.0,0.0,30,porosity_w_ep_3_02-24-23_Fe410,porosity_w_ep_3_02-24-23_Fe410/02-24-23-0057-04,TEST
Overlap,FILLET,7,FE410,19,240,18.0,2.0,30,overlap_2_03-22-23_Fe410,overlap_2_03-22-23_Fe410/03-22-23-0025-06,TEST
Porosity_w_Excessive_Penetration,NON_FILLET,3,FE410,19,150,20.0,3.0,30,porosity_w-excessive_penetration_2_10_04_2022_butt_joint,porosity_w-excessive_penetration_2_10_04_2022_butt_joint/10-04-22-0006-04,TEST
Burnthrough,NON_FILLET,3,FE410,20,165,22.0,3.5,30,burnthrough_weld_8_12-04-22_butt_joint,burnthrough_weld_8_12-04-22_butt_joint/12-04-22-0132-02,TEST
Porosity_w_Excessive_Penetration,NON_FILLET,3,FE410,19,150,20.0,3.0,30,porosity_w-excessive_penetration_2_10_04_2022_butt_joint,porosity_w-excessive_penetration_2_10_04_2022_butt_joint/10-04-22-0004-04,TEST
Warping,NON_FILLET,7,FE410,10,160,22.0,4.0,30,warping_weld_5_11_09_22_butt_joint,warping_weld_5_11_09_22_butt_joint/11-09-22-0070-10,TEST
Porosity_w_Excessive_Penetration,FILLET,3,FE410,20,155,20.5,0.0,30,porosity_w_ep_2_02-24-23_Fe410,porosity_w_ep_2_02-24-23_Fe410/02-24-23-0031-04,TEST
Excessive_Convexity,FILLET,7,BSK46,19,290,17.0,3.2,30,excessive_convexity_1_03-19-23_BSK46,excessive_convexity_1_03-19-23_BSK46/03-19-23-0014-08,TEST
Excessive_Penetration,NON_FILLET,3,FE410,20,150,21.0,3.5,30,excessive_penetration_weld_6_11-07-22_Butt,excessive_penetration_weld_6_11-07-22_Butt/11-07-22-0089-01,TEST
Porosity_w_Excessive_Penetration,FILLET,3,FE410,20,165,21.0,0.0,30,porosity_w_ep_4_02-24-23_Fe410,porosity_w_ep_4_02-24-23_Fe410/02-24-23-0079-04,TEST
Warping,NON_FILLET,7,FE410,20,170,20.0,3.6,30,warping_weld_12_12_08_22_butt_joint,warping_weld_12_12_08_22_butt_joint/12-08-22-0215-10,TEST
Excessive_Penetration,NON_FILLET,3,FE410,20,150,21.0,3.5,30,excessive_penetration_weld_6_11-07-22_Butt,excessive_penetration_weld_6_11-07-22_Butt/11-07-22-0095-01,TEST
Crater_Cracks,FILLET,7,FE410,20,295,19.5,2.0,25,crater_cracks_5_03-20-23_Fe410,crater_cracks_5_03-20-23_Fe410/03-20-23-0085-11,TEST
Porosity_w_Excessive_Penetration,NON_FILLET,3,FE410,20,175,23.0,0.0,25,porosity_w-excessive_penetration_14_11_30_22_butt_joint,porosity_w-excessive_penetration_14_11_30_22_butt_joint/11-30-22-0254-04,TEST
Porosity,NON_FILLET,7,FE410,20,170,22.0,0.0,30,porosity_weld_4_09-19-2022_plane_plate,porosity_weld_4_09-19-2022_plane_plate/09-19-22-0056-03,TEST
Spatter,NON_FILLET,7,FE410,20,170,14.0,3.0,35,spatter_weld_2_09-23-22_plane_plate,spatter_weld_2_09-23-22_plane_plate/09-23-22-0006-09,TEST
Spatter,NON_FILLET,7,FE410,20,160,14.0,3.0,35,spatter_weld_4_09-23-22_plane_plate,spatter_weld_4_09-23-22_plane_plate/09-23-22-0050-09,TEST
Warping,NON_FILLET,7,FE410,20,170,20.0,3.6,30,warping_weld_12_12_08_22_butt_joint,warping_weld_12_12_08_22_butt_joint/12-08-22-0210-10,TEST
Excessive_Penetration,NON_FILLET,3,FE410,20,170,18.0,3.5,30,excessive_penetration_weld_11_11-27-22_butt,excessive_penetration_weld_11_11-27-22_butt/11-27-22-0181-01,TEST
Undercut,FILLET,7,FE410,20,310,20.0,3.2,30,undercut_6_03-15-23_Fe410,undercut_6_03-15-23_Fe410/03-15-23-0119-05,TEST
Porosity_w_Excessive_Penetration,NON_FILLET,3,FE410,19,150,20.0,3.0,30,porosity_w-excessive_penetration_2_10_04_2022_butt_joint,porosity_w-excessive_penetration_2_10_04_2022_butt_joint/10-04-22-0015-04,TEST
Overlap,FILLET,7,FE410,19,250,18.0,2.0,30,overlap_6_03-22-23_Fe410,overlap_6_03-22-23_Fe410/03-22-23-0119-06,TEST
